animeId,annid,animeName,songId,songName,songArtist,songType,songsNumber,songDifficulty
2613,,EnStars,1,Sei Shounen Yuugi,Kyuu Valkyrie,3,,
7469,,Owarimonogatari,2,terminal terminal,Emiri Katou,1,,
11296,,Zenonzard The Animation,3,Symphony of Justice,KIRISAME UNDERTAKER × Alex K Storm,3,,
1918,,Death Note,4,Misa no Uta,Aya Hirano,3,,
4008,,Higurashi no Naku Koro ni Gou,5,Orange-iro no Kaze,Yukari Tamura & Mika Kanai,3,,
9513,,Sword Art Online: Alicization - War of Underworld,6,ANIMA,ReoNa,1,,
7389,,Oregairu Kan,7,Diamond no Jundo ~Yui Ballade~,Nao Touyama,2,,
3295,,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8,dust,SennaRin,1,,
9034,,Skate-Leading Stars,9,Chase the core,Takao Sakuma,1,,
8627,,selector spread WIXOSS,10,"world's end, girl's rondo",Kanon Wakeshima,1,,
3313,,Ginga Shippuu Sasuraiger,11,Happy Song,Naomi Masuda,2,,
5575,,Lime-iro Senkitan,12,Rinka,Lime-tai,1,,
11183,,Yu-Gi-Oh! Arc-V,13,Kirifuda,cinema staff,1,,
4481,,Itsudatte Bokura no Koi wa 10 cm Datta.,14,Hitsuyou Fukaketsu,LIP×LIP,3,,
5350,,Koutetsujou no Kabaneri: Unato Kessen,15,ninelie (Lv),Laco,3,,
1729,,Crayon Shin-chan: Otakebe! Kasukabe Yasei Oukoku,16,Yanchamichi,Jero,2,,
3240,,Get Ride! AMDriver,17,RIDE ON MIND,Kouji Yusa,3,,
5844,,Macross Frontier,18,Neko Nikki,Megumi Nakajima,3,,
8919,,Shirayuki Hime no Densetsu,19,♡ no Mori e Tsuretette,Miki Sakai with Red Dolphins,1,,
7719,,Pocket Monsters Diamond & Pearl,20,Mezase Pokemon Master '98,Rica Matsumoto,3,,
9183,,Soukyuu no Fafner The Beyond,21,Kimi o Yurusu You ni,angela,2,,
5360,,Kremlin,22,Koinu to Boku,Azuma Tani,2,,
234,,Aikatsu Planet!,23,HAPPY∞Aikatsu!,Mao・Ruli from STARRY PLANET☆,3,,
2463,,Durarara!!×2 Ten: Onoroke Chakapoko,24,Day you laugh,Toshiyuki Toyonaga,1,,
3679,,Hajime no Ippo,25,Yuuzora no Kamihikouki,Naoya Mori,2,,
8322,,Saiki Kusuo no Psi-nan,26,Ψ Hakkenden,Dempagumi.inc,2,,
5991,,Mahou Shoujo Lyrical Nanoha,27,innocent starter,Nana Mizuki,1,,
1403,,Chibi Maruko-chan,28,Odoru Ponpokorin,B.B.Queens,2,,
107,,A-Channel,29,Morning Arch,Marina Kawano,1,,
3911,,Hello World,30,Yesterday (Movie ver.),Official HIGE DANdism,3,,
9752,,Terraformars,31,AMAZING BREAK,TERRASPEX,1,,
1837,,Dance Dance Danseur,32,"Kaze, Hana",hitorie,2,,
803,,BanG Dream! Garupa☆Pico: Fever,33,SURVIVOR Never Give Up!,Pastel*Palettes,2,,
7203,,Oh! Family,34,California Dreaming,Ushio Hashimoto & Koorogi '73,1,,
9108,,Sonny Boy,35,Let There Be Light Again,Sunset Rollercoaster,3,,
9428,,Sumomomo Momomo: Chijou Saikyou no Yome,36,Setsujou - Hyakka Ryouran,MOSAIC.WAV,1,,
11055,,YAT Anshin! Uchuu Ryokou,37,Hoshi no Funauta,Kazuki Yao,3,,
204,,Aho-Girl,38,Zenryoku☆Summer!,angela,1,,
4945,,Keroro Gunsou,39,KeKeKeroro no Daisakusen♪,Keroro Shoutai,2,,
4564,,Jitsu wa Watashi wa,40,Himitsu o Choudai,Ars Magna,1,,
2798,,Flying Witch,41,Shanranran,miwa feat.96neko,1,,
1796,,D4DJ Double Mix,42,FAKE OFF,Merm4id × RONDO,3,,
6488,,Misutenaide Daisy,43,Girl Friend ~Boku no Kyouhansha~,SIDE-ONE,1,,
9068,,Slow Loop,44,Shuwa Shuwa,Three∞Loop,2,,
3147,,Gekijouban Mahou Shoujo Madoka★Magica Zenpen: Hajimari no Monogatari,45,Mirai,Kalafina,3,,
768,,Bakumatsu Crisis,46,Aoki Homura,Zwei,2,,
10464,,Tsuki ga Michibiku Isekai Douchuu,47,Gamble,syudou,1,,
5201,,Kobato.,48,Ashita Kuru Hi ~Sakura Saku Koro,Kana Hanazawa,2,,
10164,,The World of GOLDEN EGGS,49,We Are The GOLDEN EGGS (Listen More !! Ver.),Raj Ramayya,1,,
3334,,Gintama',50,Moonwalk,MONOBRIGHT,2,,
7215,,Ojamajo Doremi #,51,Onnanoko wa Benkyouchuu!,MAHO-dou,3,,
5277,,"Kono Danshi, Sekika ni Nayandemasu.",52,glitter wish,Shouta Aoi,2,,
1514,,Choujin Sentai Barattack,53,Nakama tte Ii na,Mitsuko Horie & Koorogi '73,2,,
6366,,Mermaid Melody: Pichi Pichi Pitch,54,Birth of Love,Eri Kitamura,3,,
3589,,Gunjou no Magmell,55,The Key,a flood of circle,2,,
5058,,Kimagure Orange★Road: Shounen Jump Special,56,♡ o Nice Catch,Rie Kouchi,3,,
7588,,Peter Pan no Bouken,57,Mouichido Peter Pan,Yuuyu,1,,
5675,,Love Live! School Idol Project Nijigasaki Gakuen School Idol Doukoukai,58,Kaika Sengen,Aguri Oonishi,3,,
3056,,Ganbare Genki,59,Kaze ni Nare!,Kinya Hori,1,,
10883,,Wellber no Monogatari Dainimaku,60,End Of The Dream,E.O.D,2,,
1325,,Cardfight!! Vanguard: Link Joker-hen,61,Vanguard Fight,Psychic Lover,1,,
6046,,Maison Ikkoku,62,Sailor Fuku to Kikanjuu,Hiroko Yakushimaru,3,,
5106,,KING OF PRISM by PrettyRhythm,63,EZ DO DANCE -K.O.P. REMIX-,Toshiki Masuda vs Shunsuke Takeuchi,3,,
10692,,Utawarerumono: Itsuwari no Kamen,64,Nuedori,Suara,3,,
8989,,Shugo Chara! Party!,65,Party Time,Guardians4,1,,
4623,,"Junji Ito ""Collection"": Tomie",66,Tagai no Uchuu,JYOCHO,2,,
5298,,Kore wa Zombie Desu ka? of the Dead,67,Sorya Masou Desho! Rock 'n Roll,Iori Nomizu,3,,
4367,,Initial D: Battle Stage 3,68,THE GAME OF LOVE,VICKY VALE,3,,
6185,,Maria†Holic,69,"Kimi ni, Mune Kyun",Ame no Kisaki Shoujo Gasshou-dan,2,,
1141,,Bokusatsu Tenshi Dokuro-chan Second,70,Bokusatsu Tenshi Dokuro-chan 2007,Saeko Chiba,1,,
296,,Aku no Hana,71,Hana -a last flower- Ver.X,ASA-CHANG & Junray,2,,
6643,,Monster Strike the Animation,72,Let's Dance!!,Tomotaka Oosumi,2,,
896,,Beastars,73,Many Stories,Chica,3,,
412,,Anima Yell!,74,The Journey,Astha Shrestha,3,,
3481,,Gosick,75,unity,Lisa Komine,2,,
717,,Babel Nisei,76,Arashi no Lullaby,Shinichi Ishihara,2,,
7822,,Poputepipikku,77,Fuusen Hikou,Shouta Aoi,2,,
10374,,Tottoko Hamtarou: Ham-Ham Land Daibouken,78,Hamtarou Tottoko Uta (Hamtarou Lonely Version),Kurumi Mamiya,3,,
9341,,Steins;Gate: Fuka Ryouiki no Déjà vu,79,Anata no Eranda Kono Toki o,Kanako Itou,1,,
7283,,One Piece Film Z,80,How You Remind Me,AVRIL LAVIGNE,2,,
5675,,Love Live! School Idol Project Nijigasaki Gakuen School Idol Doukoukai,81,Aoi Canaria,Moeka Koizumi,3,,
4790,,Kamisama Kiss,82,Kamisama Hajimemashita,Hanae,1,,
1825,,Daiya no Ace: Second Season,83,BLUE WINDING ROAD,Seidou Koukou Yakyuu-bu,2,,
1113,,Boku no Hero Academia The Movie: Futari no Hero,84,Long Hope Philia,Masaki Suda,2,,
9296,,SSSS.DYNAZENON,85,Imperfect,Masayoshi Ooishi,1,,
8087,,ReLIFE,86,Button,PENGUIN RESEARCH,1,,
2613,,EnStars,87,Meteor Scramble☆Ryuusei-tai!,Ryuusei-tai,2,,
10204,,Tiger Mask W,88,KING OF THE WILD,Shonan no Kaze,2,,
8702,,Seven Knights Revolution: Eiyuu no Keishousha,89,Freeze,flumpool,1,,
3343,,Gintama: The Final,90,Breakdown,DOES,3,,
8990,,Shugo Chara!! Doki,91,Ii Koto Arisou,"Kana Asumi, Nanae Katou, Aki Toyosaki",3,,
3949,,Hetalia World Stars,92,Chikyuu Marugoto Hug Shitainda,Daisuke Namikawa,2,,
1895,,Date A Live III,93,Nagisa no Perfume,Minori Chihara,3,,
5676,,Love Live! School Idol Project Sunshine!!,94,Dazzling White Town,Saint Snow,3,,
6174,,Marginal#4 Kiss kara Tsukuru Big Bang,95,WeMe!!!!,MARGINAL#4,2,,
6417,,Mimi o Sumaseba,96,Country Road,Olivia Newton-John,1,,
9028,,Sister Princess: Re Pure,97,A Girl in Love,Yui Horie,1,,
5410,,Kuroshitsuji II,98,SHIVER,the GazettE,1,,
913,,Bem: Become Human,99,unforever,Rib,2,,
1725,,Crayon Shin-chan: Dengeki! Buta no Hizume Daisakusen,100,Daitokai,Yoshito Usui,3,,
2869,,Full Metal Panic!,101,tomorrow,Mikuni Shimokawa,1,,
810,,BanG Dream! Poppin'Dream!,102,It's time to wake up,Endigo,3,,
130,,ACCA 13-ku Kansatsu-ka,103,Our Place,ONE III NOTES,2,,
5662,,Love Hina,104,Hajimari wa Kokokara,Megumi Hayashibara,2,,
3155,,Gekijouban Pocket Monsters XY&Z: Volcanion to Karakuri no Magearna,105,XY&Z -movie ver.-,Rica Matsumoto,1,,
10540,,Uchuu Kyoudai,106,Kienai E,Magokoro Brothers,1,,
6185,,Maria†Holic,107,HANAJI,Yu Kobayashi,1,,
2324,,Dragon Ball Super: Broly,108,Blizzard,Daichi Miura,2,,
9509,,Sword Art Online II,109,courage,Haruka Tomatsu,1,,
9068,,Slow Loop,110,Yajirushi→,Pokapoka Ion,1,,
2896,,Fushigi Dagashiya Zenitendou,111,Kisoutengai Fushigi o Douzo,Emi Noda,1,,
7064,,Nintama Rantaro,112,Yuuki 100%,Junior Boys,1,,
2859,,Fudanshi Koukou Seikatsu,113,SEKAI wa Boy Meets Boy♂,Wataru Hatano,2,,
6276,,Megalobox,114,The Slum City,COMA-CHI,3,,
8859,,Shingeki no Kyojin,115,Vogel im Käfig,Cyua,3,,
2810,,Fortune Arterial: Akai Yakusoku,116,I miss you Aoi to misuzu,Veil,2,,
7725,,Pocket Monsters Sun & Moon,117,Kimi no Bouken,Taiiku Okazaki,1,,
5424,,KY Kei JC Kuuki-chan,118,Main Theme,Chinoji,1,,
9038,,Skip Beat!,119,Dream Star,the generous,2,,
8196,,Rokumon Tengai Mon Colle Knight,120,Tooku e,Chihiro Yonekura,3,,
7371,,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets-Sareta Ken",121,Ichizu Recipe,Idol College,1,,
8988,,Shugo Chara!,122,Yume no Tsubomi,Nana Mizuki,3,,
3130,,Gekijouban Gintama Kanketsu-hen: Yorozuya yo Eien Nare,123,Genjou Destruction,SPYAIR,2,,
1131,,Boku-tachi Pichu Brothers: Party wa Oosawagi! no Maki,124,Bokura Pichu Pichu Brothers!,Kumiko Endo,1,,
10783,,Waccha PriMagi!,125,Chasing the dream,Anna Suzuki,1,,
684,,Ayane-chan High Kick,126,Aoi Kaze no Mukou ni,Yuuko Miyamura,2,,
9746,,Tensura Nikki: Tensei Shitara Slime Datta Ken,127,Kamona Tempest!,"Miho Okasaki, Megumi Toyoguchi, Tomoaki Maeno, Sayaka Senbongi, M・A・O, Chikahiro Kobayashi, Asuna Tomari",2,,
10256,,Toaru Majutsu no Index II,128,See visionS,Mami Kawada,1,,
7353,,Ookami Kakushi,129,Jouga no Hassaku,Masashi Ooyama,3,,
796,,BanG Dream! 2nd Season,130,Nakana Ina Kanai,Sae Otsuka×Raychell,3,,
8416,,Sakura Taisen: Kanzaki Sumire Intai Kinen - Su・Mi・Re,131,Sumire Cha-Cha-Cha,Michie Tomizawa,3,,
3391,,Glass no Kamen,132,Yasashii Sayonara,Aina,2,,
10213,,Time Bokan Series: Yattodetaman,133,Yattodetaman Boogie Woogie Ondo,"Masayuki Yamamoto, Victor Shounen Minyou",3,,
5878,,Magatsu Wahrheit: Zuerst,134,Kimi o Sukueru Nara Boku wa Nan ni demo Naru,Maon Kurosaki,1,,
8507,,Satsuriku no Tenshi,135,Pray,Haruka Chisuga,2,,
902,,BECK: Mongolian Chop Squad,136,why everybody is singin' a love song,TYPHOON 24,3,,
7284,,One Piece Film: Gold,137,GOLD & JIVE ~ SILVER OCEAN,Hikari Mitsushima & Kazuhiro Yamaji,1,,
2843,,Freezing Vibration,138,AVENGE WORLD,Konomi Suzuki,1,,
7056,,Ninja Slayer From Animation,139,Black Nightmare,MO'SOME TONEBENDER,2,,
1560,,Cinderella Girls Gekijou 3rd Season,140,Sayonara Aloha,THE IDOLM@STER CINDERELLA GIRLS LITTLE STARS!,2,,
3843,,Hataraku Saibou,141,CheerS,ClariS,2,,
243,,Air,142,Aozora,Lia,3,,
5051,,Kill la Kill,143,Blumenkranz,Cyua,3,,
4053,,Himitsu Kessha Taka no Tsume: Golden Spell,144,Dare ga Tame ni CHAKAPOCO wa Naru,Necry Talkie,1,,
6092,,Maken-Ki!,145,Baby! Baby!,Rie Tanaka & Satomi Akesaka,2,,
10201,,Tiger Mask,146,Yuke! Tiger Mask,Hideyo Morimoto,1,,
3553,,Guardian Hearts Power Up!,147,KISS BEAT!!,Ryoko Shintani,1,,
7017,,Nihon Animator Mihonichi,148,SKY5,Avaivartika,3,,
6379,,Mewkledreamy,149,Yukai Hajimare,Rie Kugimiya,3,,
236,,Aikatsu!,150,Magical Time,Yuna from STAR☆ANIS,3,,
2613,,EnStars,151,Promise Swords,Knights,2,,
4812,,"Kanojo, Okarishimasu",152,Mami Rap,Aoi Yuuki,3,,
1570,,Citrus,153,Dear Teardrop,Mia REGINA,2,,
6522,,Mobile Suit Gundam 00,154,Ash Like Snow,the brilliant green,1,,
1571,,City Hunter,155,GIVE ME YOUR LOVE TONIGHT,Kiyomi Suzuki,3,,
8232,,RS Keikaku: Rebirth Storage,156,Crush,Pendulum,2,,
8252,,Running Boy: Star Soldier no Himitsu,157,Runner,Takahashi-meijin,1,,
3905,,Hello Kitty and Friends,158,Hello Kitty,Megumi Hayashibara,1,,
4532,,Jibaku Shounen Hanako-kun,159,No.7,Jibaku Shounen Band,1,,
3011,,Gakusen Toshi Asterisk,160,Hold you in the wind,Rasmus Faber feat.Emily McEwan,3,,
9497,,Suzumiya Haruhi no Yuuutsu,161,Super Driver,Aya Hirano,1,,
9182,,Soukou no Strain,162,Aurora ~Hitsuji no Shokou~,Yoko,2,,
2922,,Futari wa Precure Max Heart 2: Yukizora no Tomodachi,163,DANZEN! Futari wa Precure! (Ver.Max Heart),Mayumi Gojou,1,,
9675,,Tejina Senpai,164,FANTASTIC ILLUSION,i☆Ris,1,,
9007,,Silent Möbius: The Motion Picture 2,165,Tabidatsu Asa ni,Saiko Suzuki,2,,
10630,,Un-Go,166,Blue Light Yokohama,Kiyono Yasuno,3,,
614,,Ashita no Joe,167,Rikiishi Toru no Theme,Yuuki Hide,2,,
9698,,Tenchi Souzou Design-bu,168,Give It Up?,96neko,1,,
1716,,Crayon Shin-chan: Arashi o Yobu Mouretsu! Otona Teikoku no Gyakushuu,169,Ken to Mary ~Ai to Kaze no You ni~,BUZZ,3,,
2628,,Eternity Memories,170,Aikurushii,"Yui Makino, Rika Tachibana, Akane Fujita, Yuka Ootsubo, Yuko Iida",3,,
7567,,Perman,171,Bokura no Perman,Katsue Miwa & Susumu Ishikawa,1,,
8674,,Senryuu Shoujo,172,ORDINARY LOVE,Rikako Aida,2,,
6045,,Mairimashita! Iruma-kun,173,Akuma Gakkou Babyls Kouka,Akuma Gakkou Babyls Seito no Mina-san,2,,
1594,,ClassicaLoid,174,ClassicaLoid ~ClassicaLoid no Theme~,Tomoyasu Hotei & Steve Lipson,1,,
8553,,SD Gundam World Sangoku Soketsuden,175,Removes,SWANKY DANK,1,,
7674,,Pinky:st.,176,Peace☆de bye-bye,Asako Mori,2,,
4945,,Keroro Gunsou,177,Kuttsuke Hattsuke Wonderland,Tamaki Matsumoto,2,,
3338,,Gintama. Shirogane no Tamashii-hen,178,Katte ni MY SOUL,DISH//,1,,
4124,,Hoshi no Kirby,179,Kirby!,Hiroko Asakawa,1,,
5561,,Licca-chan no Nichiyoubi,180,Niji no Kimochi,Junko Iwao,1,,
8526,,School Rumble,181,Onna no Ko♡Otoko no Ko,Yuko Ogura,2,,
6148,,Maou Gakuin no Futekigousha,182,Seikai Fuseikai,CIVILIAN feat. Tatsuhisa Suzuki,1,,
5665,,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,183,Sakura Saku,Megumi Hayashibara,2,,
8346,,Saint Luminous Jogakuin,184,To-bi-ra,Luminous Girls All Stars,3,,
8044,,Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,185,Memories,Riko Azuna,3,,
7317,,One Room Third Season,186,3-kai kara Yamato Nadeshiko,Yumiri Hanamori,2,,
3455,,Gokushufudou,187,Shufu no Michi,Uchikubi Gokumon Doukoukai,1,,
3394,,Glass no Kamen: Sen no Kamen o Motsu Shoujo,188,Hikari ni Naritai,Mahoro Hoshino,1,,
7149,,Nurse Witch Komugi-chan Magikarte,189,Anata ga Daikirai,Haruko Momoi,3,,
8974,,Shouwa Genroku Rakugo Shinjuu,190,"Kawa, Taredoki",Kana Shibue,2,,
2322,,Dragon Ball Kai,191,Yeah! Break! Care! Break!,Takayoshi Tanimoto,2,,
3758,,Hanaukyo Maid-tai,192,Zankai no Jikan,Hanaukyo Maid-tai,2,,
2521,,Eiga Go! Princess Precure Go! Go!! Gouka 3-bon Date!!!,193,Precure Princess Engage!,Yuka Uchiyae,3,,
5855,,Madan no Ou to Vanadis,194,Ginsen no Kaze,Konomi Suzuki,1,,
5848,,Macross Plus,195,The borderline,Akino Arai,3,,
7331,,Ongaku,196,Kimi no Yokogao,Kobijutsu,3,,
9418,,Suki ni Naru Sono Shunkan o: Kokuhaku Jikkou Iinkai,197,Hana ni Akai Ito,Momo Asakura,3,,
10783,,Waccha PriMagi!,198,Dreaming Sound,Anna Suzuki,1,,
6979,,New Game!,199,Sakura Skip,fourfolium,1,,
3549,,GS Mikami: Gokuraku Daisuken!,200,My Jolly Days,Masami Okui,2,,
5400,,Kurokan,201,OAOA,Mayday,1,,
961,,Big Order,202,Order Doushi no Tatakai,Evan Call,3,,
10965,,World Trigger,203,Ungai Shoukei,FantasticYouth,2,,
8421,,Sakura Trick,204,Sakura-iro Moment,Moko,3,,
5447,,Kyoukai no Rinne,205,Ouka Ranman,KEYTALK,1,,
976,,Biohazard: Damnation,206,Carry On,Anna Tsuchiya,2,,
1583,,City Hunter: Shinjuku Private Eyes,207,Go Go Heaven,Yoshiyuki Ohsawa,3,,
7448,,Ouran Koukou Host Club,208,Sakura kiss,Chieko Kawabe,1,,
438,,Animegataris,209,Aikotoba,GARNiDELiA,1,,
3964,,Hibike! Euphonium,210,Jigoku no Orphée,Freshman Wind Ensemble,3,,
11238,,Yuru Yuri♪♪,211,100% Chu~Gakusei,Nanamori Chuu☆Goraku-bu,2,,
10340,,Tondera House no Daibouken,212,Bouken Heart,Yumi Okuhata,2,,
10968,,World Witches Series: Dai 502 Tougou Sentou Koukuu-dan Brave Witches,213,LITTLE WING ~Spirit of LINDBERG~,Ai Kakuma & Rie Suegara,2,,
8498,,Sasami-san@Ganbaranai,214,Ribbon ga Fuwari,Mayako Nigo,3,,
6188,,Marie & Gali ver. 2.0,215,Kagakuru! Miracle!,Chiemi Chiba & Marina Inoue,1,,
4390,,INTERSTELLA 5555: The 5tory of the 5ecret 5tar 5ystem,216,Too Long,Daft Punk feat. Romanthony,3,,
3334,,Gintama',217,Samurai Heart (Some Like It Hot!!),SPYAIR,2,,
236,,Aikatsu!,218,Emerald no Mahou,Mona from AIKATSU☆STARS!,3,,
528,,Arakawa Under the Bridge,219,Venus to Jesus,Etsuko Yakushimaru,1,,
8347,,Saint October,220,Michi naru Basho e,Yukari Fukui,2,,
3587,,Gungrave,221,Family,Tsuneo Imahori,1,,
8402,,Sakigake!! Cromartie Koukou,222,Ningen Nante,Takuro Yoshida,3,,
10644,,Unkai no Meikyuu Zeguy,223,Just Friends,Chisa Yokoyama,1,,
4797,,Kämpfer,224,experiment,Kaori Nazuka,3,,
3646,,Hai to Gensou no Grimgar,225,rainy tone,(K)NoW_NAME:NIKIIE,3,,
2845,,Fresh Precure!,226,Let's! Fresh Precure! ~Hybrid Version~ for the Movie,Mizuki Moie with Cure Fresh!,1,,
8269,,Ryman's Club,227,Nisen Gohyaku Manbun no Ichi,Mafumafu,2,,
4987,,Kidou Senshi Gundam NT,228,Vigilante <ver0.5+@>,"mpi,Gemie",3,,
6021,,Mahoutsukai ni Taisetsu na Koto,229,Kaze no Hana,Hana*Hana,1,,
9195,,Sounan desu ka?,230,Ikiru,Kiyono Yasuno,2,,
2065,,Digimon Adventure 02,231,Break Up!,Ayumi Miyazaki,3,,
9319,,Starmyu,232,Seishun COUNTDOWN,team Ootori,2,,
234,,Aikatsu Planet!,233,Puchi Pura Everyday,Shiori・Sala from STARRY PLANET☆,3,,
9001,,Sidonia no Kishi,234,"Ai, Hito Kakera",angela,2,,
5708,,Lucky Star OVA,235,Ai o Torimodose!!,Uchoten,2,,
3749,,Hanamonogatari,236,the last day of my adolescence,Miyuki Sawashiro,1,,
2617,,Ergo Proxy,237,PARANOID ANDROID,RADIOHEAD,2,,
2097,,Digimon Tamers: Bousou Digimon Tokkyuu,238,One Vision,Takayoshi Tanimoto,3,,
7066,,Nisekoi,239,TRICK BOX,Mikako Komatsu,2,,
449,,Anne-Happy,240,Ashita de Ii Kara,Happy Clover,2,,
233,,Aikatsu on Parade!,241,Bon Bon Voyage!,Risa/Miho・Rie・Ruka from AIKATSU☆STARS!,3,,
4580,,Jormungand,242,Borderland,Mami Kawada,1,,
11229,,Yuri!!! on Ice,243,You Only Live Once,YURI!!! on ICE feat. w.hatano,2,,
5329,,Koukaku Kidoutai: Stand Alone Complex,244,Lithium Flower,Scott Matthew,2,,
10812,,"Wake Up, Girls! Shin Shou",245,7 Senses,"Wake Up, Girls!",3,,
7388,,Oregairu,246,Bitter Bitter Sweet,Saori Hayami & Nao Touyama,3,,
236,,Aikatsu!,247,Original Star☆彡,Waka・Ruka from STAR☆ANIS,3,,
3714,,Hakushon Daimaou 2020,248,SatisHakushon,Tamio Okuda,1,,
8688,,Seraphim Call,249,Return to myself,Kyouko Tsuruno,2,,
10382,,Touch 3: Kimi ga Toorisugita Ato ni,250,18-Banme no Summer Holiday,Hiroaki Serizawa,3,,
606,,Asatir: Mirai no Mukashibanashi,251,Kioku no Mukou,Sachiko Watabe,2,,
7305,,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,252,Hikari e,The Babystars,1,,
13,,.hack//Roots,253,GOD DIVA,ALI PROJECT,3,,
6870,,Naruto,254,Kanashimi o Yasashisa ni,little by little,1,,
4655,,K-On!!,255,Love,DEATH DEVIL,3,,
7332,,Ongaku Shoujo,256,Shining Peace,Ongaku Shoujo,3,,
792,,Bamboo Blade,257,BAMBOO BEAT,"Ryou Hirohashi, Megumi Toyoguchi, Sachiko Kojima, Houko Kuwashima, Rina Satou",2,,
11183,,Yu-Gi-Oh! Arc-V,258,Believe×Believe,Choutokkyuu,1,,
7154,,Nyanbo!,259,Uchuu kara Yattekita Nyanbo,ohashiTrio,1,,
972,,Binbougami ga!,260,Make My Day!,Piko,1,,
7078,,No. 6,261,Buna no Mori de,Yoshimasa Hosoya,3,,
4825,,Kara no Kyoukai Remix: Gate of Seventh Heaven,262,ARIA,Kalafina,3,,
8348,,Saint Seiya,263,Athena no Komoriuta ~Lullaby~,Mitsuko Horie,3,,
6339,,Meitantei Conan: Seikimatsu no Majutsushi,264,Ai wa Itsumo,Iori,3,,
3067,,Gangsta.,265,Renegade,STEREO DIVE FOUNDATION,1,,
2476,,Eat-Man '98,266,Burning Blue,MAGIC,1,,
7563,,PePePePengiin,267,Docchi mo Docchi,Usotsuki Tomato,2,,
2494,,Egao no Daika,268,Kono Sekai ni Hanataba,Kimi no Orphée,2,,
6123,,Manami to Nami Sprite,269,Turn Table,PLECTRUM,2,,
9206,,Sousei no Aquarion,270,Pride~Nageki no Tabi,AKINO,3,,
747,,Bakegyamon,271,Always there for you,Mitsuki Saiga & Kaori Fukuhara,2,,
8661,,Senki Zesshou Symphogear XV,272,Hanasaku Yuuki Ver. Amalgam,Aoi Yuuki × Minako Kotobuki,3,,
7235,,Okubyou na Venus,273,100What?! Girl,Maiko Okamoto,3,,
9738,,Tensei Shitara Slime Datta Ken,274,Boku no Naka no Kimi e,TRUE,3,,
1258,,C: The Money of Soul and Possibility - Control,275,Matryoshka,NICO Touches the Walls,1,,
11381,,"Gekijouban Deemo: Sakura no Oto - Anata no Kanadeta Oto ga, Ima mo Hibiku",276,nocturne,Hinano,2,,
9179,,Soukou Kihei VOTOMS: Pailsen Files,277,Bye-Bye Brother,George Yanagi,2,,
745,,Baka to Test to Shoukanjuu: Matsuri,278,Getsuyou wa Kirai,milktub,2,,
8042,,Re:Zero kara Hajimeru Isekai Seikatsu,279,Long shot,Mayu Maeshima,1,,
309,,Aldnoah.Zero,280,Harmonious,Sora Amamiya,2,,
8327,,Saikyou Kamizmode!,281,Ka! Ka! Ka! Kamizmode!,Hideaki Kabumoto・Sena Horikoshi with DJ KAMMY to Beat-tai,1,,
896,,Beastars,282,A Tale of Moon,Chica,3,,
1023,,Black Lagoon,283,Don't Look Behind,EDISON,2,,
2888,,Furi Kuri,284,White Ash,the pillows,3,,
9401,,Sue Cat,285,Yumemiru Sue Cat,Yayoi Tsuruoka,1,,
710,,B-PROJECT: Zecchou*Emotion,286,Hikari to Kage no Toki Musubu,KiLLER KiNG,2,,
11342,,Zonmi-chan: Meat Pie of the Dead,287,Koi no Spice,Lisa Onodera,1,,
10571,,Uchuu Taitei God Sigma,288,Ganbare! Uchuu no Senshi,"Isao Sasaki, Koorogi '73, Columbia Yurikago-kai",1,,
1010,,Black Clover,289,Stories,Snow Man,1,,
1141,,Bokusatsu Tenshi Dokuro-chan Second,290,Bokusatsu Ondo de Dokuro-chan,Saeko Chiba,2,,
9717,,Tenkuu no Escaflowne,291,Tomodachi,Maaya Sakamoto,3,,
10205,,Time Bokan,292,Chuku Chuku Chan,"Masayuki Yamamoto, Sakamoto Jidou Gasshou-dan",3,,
10946,,Wooser no Sono Higurashi: Mugen-hen,293,Love Me Gimme,Tia,3,,
9083,,So Ra No Wo To,294,Servante du feu,Matthieu Ladouce,3,,
3145,,Gekijouban Mahou Shoujo Madoka★Magica Kouhen: Eien no Monogatari,295,Connect,ClariS,3,,
5091,,Kin-iro no Corda: Blue♪Sky,296,Andante~featuring Yokohama Amane Gakuen Koukou,Yokohama Amane Gakuen Koukou Shitsunaigaku-bu,2,,
1139,,Bokurano,297,Uninstall,Chiaki Ishikawa,1,,
3789,,Happy Happy Clover,298,Shiawase no Kakera,Marimomi,1,,
4688,,Kaguya-hime no Monogatari,299,Tennyo no Uta,Nobuko Miyamoto & Aki Asakura,3,,
10682,,Uta no☆Prince-sama♪Maji LOVE 2000%,300,Maji LOVE1000% -RAINBOW STAR ver-,ST☆RISH,2,,
11313,,Zetsumetsu Kigu-shun.,301,"Boku-tachi, Zetsumetsu Kigu-shun.",AlisaMarina,1,,
236,,Aikatsu!,302,Idol Katsudou! Ver. Rock,Waka・Fuuri from STAR☆ANIS,3,,
10391,,Touka Gettan,303,Yume Oboro,Eri Kitamura with Mariya Ise & Saori Hayami,1,,
413,,Animal 1,304,Animal 1 no Uta,Eiko Shuri,1,,
