,playerName,nbSongs,score,nbSoloPoints
825,HOOGALAKASHAKA,137,71,0.0
826,Haadez,112,0,0.0
827,Hachiman215,337,40,0.0
828,Hackroj,280,7,0.0
829,Hadarios,534,15,0.0
830,Hagezou,5154,34,0.0
831,Haibara_Ai,3303,59,3.0
832,Hainiryuun,557,14,0.0
833,HakRaiju,5932,20,0.0
834,Hakiboo,1115,10,0.0
835,Hamsda,734,12,0.0
836,HanabiHoneybee,1493,26,0.0
837,Hanasaku,551,11,0.0
838,HandjobRodent,159,11,0.0
839,Handre,54,25,0.0
840,Hannan,25,0,0.0
841,HansiMcKlaus,59,5,0.0
842,HaphazardBadge,85,0,0.0
843,Hapiming,141,0,0.0
844,Happyfeed,84,5,0.0
845,HaraNiki_,165,3,0.0
846,HarmlessPotato,85,3,0.0
847,HaruNatsuAkiFuyu,165,43,0.0
848,HarukaOrtensia,85,23,0.0
849,Haskeri,457,5,0.0
850,Hatsubio,85,33,0.0
851,Hauteclere_13,85,5,0.0
852,Hawkcat,1195,10,0.0
853,Hawkie,225,3,0.0
854,Hayako,144,10,0.0
855,Haykin,85,2,0.0
856,HazamaKenji,281,29,0.0
857,Hazer,78,0,0.0
858,Hazesleet,4022,37,0.0
859,HeartSeeker,1349,21,0.0
860,HegelLwy0628,170,5,0.0
861,Hejfan,115,1,0.0
862,Hejsan,5838,69,4.0
863,HekiDevi,85,1,0.0
864,Hemeroc,1919,24,0.0
865,HentaiBaka,85,3,0.0
866,Hentainerd,233,3,0.0
867,Heretic,170,4,0.0
868,HeseRest,59,0,0.0
869,Hestia,1035,31,0.0
870,Heyhouyou,85,3,0.0
871,Heyko,4813,51,1.0
872,HiHi,3077,30,0.0
873,Hibari,85,32,0.0
874,Hicham040,85,0,0.0
875,Hiiroomi,85,2,0.0
876,Hiitagi,2520,28,0.0
877,Hikaru56,1848,49,1.0
878,Hikigaya8man,376,19,0.0
879,Himawari_san,152,23,0.0
880,HiraiYukari,1019,17,0.0
881,Hirasawa4861,58,0,0.0
882,Hirohit0s,188,10,0.0
883,Hiwkaow,434,18,0.0
884,HoboDessert,84,0,0.0
885,Hoipolloi,3756,21,0.0
886,Holybuck,2266,11,0.0
887,HonHon,4307,7,0.0
888,Honos,85,1,0.0
889,Hooman,759,31,0.0
890,Hoonter77,85,23,0.0
891,HoshinoAi,3163,34,1.0
892,Hotpot,1343,29,0.0
893,Housecat232,83,4,0.0
894,HuuTao,2634,13,0.0
895,Hyado,3946,11,0.0
896,Hydroxyde,84,1,0.0
897,Hyonoka,446,22,0.0
898,HyperShane,85,5,0.0
899,HyperionS,1291,29,0.0
900,IAbyss,849,31,0.0
901,IDOLSLAYER,65,6,0.0
902,IHaveFamily,94,1,0.0
903,IIarion,236,3,0.0
904,INSOMNIAK,85,1,0.0
905,IQ00,1338,20,0.0
906,ISimp4FBK,85,0,0.0
907,ITSTRITIX,5434,12,0.0
908,I_sitting,85,0,0.0
909,IamDieux,5972,10,0.0
910,Iampjc,85,9,0.0
911,IcaroMTK,6,0,0.0
912,Ice89,65,0,0.0
913,IceBreaker37,85,18,0.0
914,IceControl,119,12,0.0
915,Icebird,1878,15,0.0
916,IceshadeComets,10,2,0.0
917,IdCragEon,502,26,0.0
918,Idol_best_songs,56,1,0.0
919,IdolsCursed,85,18,0.0
920,Ignir11,5750,35,0.0
921,Iindo,66,0,0.0
922,Ikari_Sensei,1818,6,0.0
923,IkeaPoutre,1,0,0.0
924,IkkeStoltAvDet,76,3,0.0
925,Ikuzak,804,51,2.0
926,IllLogic,59,3,0.0
927,Illus,2939,26,0.0
928,Illusi0nn,170,6,0.0
929,IllusionHawk,1843,12,0.0
930,ImBoring,4446,34,0.0
931,ImSalty,72,2,0.0
932,ImTooCack,161,21,0.0
933,Imbamegalol,191,7,0.0
934,Immaggie,2679,22,0.0
935,Immortal,85,42,0.0
936,ImmortalIC,989,28,0.0
937,Imonoe,140,1,0.0
938,Imperia,85,0,0.0
939,Implosion,48,7,0.0
940,Impognagrift,425,37,0.0
941,InPassant,85,6,0.0
942,Inf1n1t3_Zer0,84,0,0.0
943,Infiniti,85,8,0.0
944,InfinityGoat,12,3,0.0
945,InsaneHysteria,1007,14,0.0
946,Insomenia,1141,10,0.0
947,InspireKnight,85,0,0.0
948,InternetPerson10,251,12,0.0
949,Invoyo,85,0,0.0
950,Iota100,4,0,0.0
951,IpN,67,17,0.0
952,Irebun,337,10,0.0
953,IronCraby,546,41,0.0
954,Isabella_Kate,84,0,0.0
955,ItIsZach,85,0,0.0
956,ItsAlan,4986,26,0.0
957,ItsAllMeh,25,0,0.0
958,ItzFirst,3535,27,0.0
959,ItzMavs,85,4,0.0
960,IzayoiMei,243,30,0.0
961,IzumiSakai,4850,59,2.0
962,Izzyubie,169,8,0.0
963,JESSMI2,240,18,0.0
964,JHO,85,0,0.0
965,JJChar,85,3,0.0
966,JKDA_PEPPE,16,0,0.0
967,JSup,36,0,0.0
968,JaPawn,510,30,0.0
969,Jabro,251,19,0.0
970,JackUzi,3660,50,3.0
971,Jaco_kun,165,14,0.0
972,Jakemonkey,1356,35,0.0
973,Jakemonkey123,72,12,0.0
974,Jakkius,74,1,0.0
975,Jakkub,314,13,0.0
976,JakobeBryant,78,9,0.0
977,Jakz,71,0,0.0
978,Jamel,255,20,0.0
979,Jamelinen,170,2,0.0
980,JamesBrown,136,22,0.0
981,Jamie532,29,0,0.0
982,Jams,85,0,0.0
983,Janosik42,85,13,0.0
984,Janoxx,6242,33,4.0
985,Jayfeather6,118,2,0.0
986,Jayko321,85,0,0.0
987,Jdac,78,0,0.0
988,JeJesus,660,7,0.0
989,Jeffy,85,14,0.0
990,Jekovich,493,19,0.0
991,Jeku,1404,7,0.0
992,JenerationNext,566,19,0.0
993,Jerma985,1008,43,1.0
994,Jerrryy,85,0,0.0
995,Jerrytomer,85,1,0.0
996,Jertery,85,3,0.0
997,Jesper,83,0,0.0
998,Jessi,228,31,0.0
999,JezielFan,39,29,0.0
1000,JezzaC53,24,0,0.0
1001,JibRiL1337,4407,28,0.0
1002,JibrilTan,1,0,0.0
1003,Jiinoo,97,12,0.0
1004,JinAxel,286,45,0.0
1005,Jinwoo9356,84,9,0.0
1006,Jinzler,85,6,0.0
1007,Jkbooster,111,5,0.0
1008,Jlin2,1530,55,1.0
1009,JoJa,85,0,0.0
1010,JoJoe,401,22,0.0
1011,Joaodapesti,6,0,0.0
1012,JoeYen,2583,17,0.0
1013,JohnDoeMan,14,5,0.0
1014,Johnjohn,318,4,0.0
1015,JohnnyAngel,85,3,0.0
1016,JohnnyBGoode,425,8,0.0
1017,JohnnyBoy00,85,1,0.0
1018,JohnnyRhythm,1519,19,0.0
1019,Jomon,275,10,0.0
1020,Jonnyowo,787,5,0.0
1021,Jonnyuwu,699,3,0.0
1022,JordySwan,83,0,0.0
1023,JoseMa1711,30,3,0.0
1024,Joshmade,85,3,0.0
1025,Joske,241,22,0.0
1026,Jotaimeme,85,9,0.0
1027,Juan123,85,1,0.0
1028,JuanStan,211,6,0.0
1029,JuanUwU,168,3,0.0
1030,Juanchurro,1182,17,0.0
1031,Jube,1187,52,0.0
1032,Juddin,63,4,0.0
1033,JuiceBoxWill,85,5,0.0
1034,Jukain,85,3,0.0
1035,JukeyJacob,85,5,0.0
1036,Jul4ik,85,4,0.0
1037,JuliAless64,9613,47,0.0
1038,Julien_21,81,0,0.0
1039,Julius_Light,85,3,0.0
1040,Juneflower,236,3,0.0
1041,JungWheein,84,25,0.0
1042,JungleBat,72,11,0.0
1043,JunnaSaka,85,2,0.0
1044,Jurogg,115,0,0.0
1045,JustNymph,84,1,0.0
1046,JustaWeirdo,249,12,0.0
1047,Jxro,386,22,0.0
1048,Jznh_,15,0,0.0
1049,K0J1MAX,631,3,0.0
1050,K0N,170,12,0.0
1051,K1ngVince,2262,22,0.0
1052,KKayCea,164,6,0.0
1053,KSCrane,170,9,0.0
1054,KStronk,85,5,0.0
1055,K_1_27,57,0,0.0
1056,Kabobby_,170,4,0.0
1057,Kacperette,105,1,0.0
1058,KaedeTakagaki,2705,66,2.0
1059,Kaen,287,34,0.0
1060,KafuuChinoMyLove,116,42,0.0
1061,KagamiAoki,450,11,0.0
1062,Kaguri,170,35,0.0
1063,KaguyaLunaFancat,3102,14,0.0
1064,KaigakuSun,205,0,0.0
1065,Kainvs,153,14,0.0
1066,KaitouSpade,883,15,0.0
1067,Kakkeru,9459,30,3.0
1068,KalaYEET,34,3,0.0
1069,Kaltch,2879,15,0.0
1070,KamiGami,68,0,0.0
1071,KamiNoChikara,60,0,0.0
1072,Kami_Maikeru,85,7,0.0
1073,Kamiloseq,85,5,0.0
1074,Kaminyan,85,6,0.0
1075,KanaHanazawa,5820,60,13.0
1076,KanaKanowata,167,8,0.0
1077,KanariTsumi,5,0,0.0
1078,Kanata_Harumi,170,34,0.0
1079,Kanata_Konoe,85,0,0.0
1080,Kaneki69,83,0,0.0
1081,Kanera,391,21,0.0
1082,Kanie,340,18,0.0
1083,Kanna1412,509,32,0.0
1084,Kanra,680,27,0.0
1085,Kaorii_77,84,1,0.0
1086,Kaplanko,83,4,0.0
1087,KappuChinooo,4889,21,0.0
1088,Kardrin,1663,19,0.0
1089,KarenKohiruimaki,343,8,0.0
1090,Karii,85,8,0.0
1091,Karma21,81,0,0.0
1092,KarmaMS,78,6,0.0
1093,Kasha,85,2,0.0
1094,KashiraDesuwa,1077,9,0.0
1095,Katas,86,1,0.0
1096,Katiica,85,2,0.0
1097,Katorisan,4606,22,0.0
1098,KatsuHoku,85,2,0.0
1099,Kawada6,2877,51,0.0
1100,Kawadog,2360,22,0.0
1101,KawaiiAyame,1706,20,0.0
1102,KawaiiKittin,271,10,0.0
1103,Kayano,148,16,0.0
1104,Kaylee,85,1,0.0
1105,Kaz_Kirigiri,85,2,0.0
1106,Kazaseno,107,23,0.0
1107,Kazso,1018,44,0.0
1108,Kazuhalover23,83,1,0.0
1109,Kazunari,170,8,0.0
1110,Ke1,593,17,0.0
1111,Keiko,2039,60,2.0
1112,Keikoxlove,85,7,0.0
1113,Keizan,270,37,0.0
1114,KeizanToIsshoNi,85,0,0.0
1115,Keme,73,1,0.0
1116,KengoM,67,0,0.0
1117,KenshiroLD3105,68,1,0.0
1118,KensukeX,254,17,0.0
1119,Kenta,651,41,0.0
1120,KermitHatake,263,17,0.0
1121,Ketsuro,78,0,0.0
1122,Kevinaiter,402,7,0.0
1123,Keyevs,72,4,0.0
1124,Kezja,85,12,0.0
1125,Kibobo,1435,45,0.0
1126,Kielbasa,107,2,0.0
1127,KiiN,6118,40,0.0
1128,Kiishua,3699,40,0.0
1129,Kiiwiix,48,0,0.0
1130,KillerFox,56,2,0.0
1131,Killeroid,30,0,0.0
1132,KindofLethal,608,6,0.0
1133,KingKamil,85,5,0.0
1134,KingPar,4993,11,0.0
1135,KingVon,85,0,0.0
1136,KingX,13,0,0.0
1137,KingZero52,85,1,0.0
1138,KinokoTeikoku,1610,48,2.0
1139,Kinon,85,9,0.0
1140,Kiodude,11,1,0.0
1141,Kipichan,71,3,0.0
1142,Kiraizaki,85,4,0.0
1143,Kirashura,4,0,0.0
1144,Kirenor,85,2,0.0
1145,Kiriemon,85,3,0.0
1146,Kirin87,52,3,0.0
1147,Kiro212,85,38,0.0
1148,Kirox,5578,36,0.0
1149,KiryushaNya,163,2,0.0
1150,Kirzo,119,16,0.0
1151,Kisidy,70,12,0.0
1152,KitKatBar,85,6,0.0
1153,Kitoen,151,11,0.0
1154,KitsuneofDreams,170,2,0.0
1155,KittyRenemi,85,9,0.0
1156,Kivu,60,3,0.0
1157,Kkururi,85,3,0.0
1158,Knightofli,51,10,0.0
1159,KnivesXD,1518,29,0.0
1160,KoIea,61,5,0.0
1161,Koakuma64,44,0,0.0
1162,Koala17,206,3,0.0
1163,KohigashiHitona,217,24,0.0
1164,Koipoi,85,4,0.0
1165,KoishiK0meiji,85,0,0.0
1166,KoizumiHanayo,85,12,0.0
1167,Kojiro2222,85,1,0.0
1168,Kokoro17,9,1,0.0
1169,Kokosuki,655,53,2.0
1170,Kolea,289,16,0.0
1171,Kolishzaka,85,6,0.0
1172,Konagami,202,12,0.0
1173,Kong27,45,0,0.0
1174,Konkisu,79,6,0.0
1175,KonoDioda1,236,34,0.0
1176,KonohanoLuffy,32,1,0.0
1177,KonominFanBoy,354,56,0.0
1178,Konsumenci,680,32,0.0
1179,KoriSuoh,83,8,0.0
1180,Kosmit,738,16,0.0
1181,KouhaiLover69,170,48,0.0
1182,Kouijin,74,1,0.0
1183,KousakaHonoka,6613,29,0.0
1184,Kovanel,85,8,0.0
1185,Kowfi,2806,19,0.0
1186,Krades,85,30,0.0
1187,Kradfiz,159,12,0.0
1188,Krane,85,0,0.0
1189,Kryptozone,85,2,0.0
1190,Kryuell,110,8,0.0
1191,Ksarden,20,0,0.0
1192,Kubeuu,170,20,0.0
1193,Kubi558,85,1,0.0
1194,Kudooooo,65,4,0.0
1195,Kuhaku,134,19,0.0
1196,Kukky,85,0,0.0
1197,KulturOni,73,3,0.0
1198,KungFury,73,0,0.0
1199,KunikidaHanamaru,2013,26,0.0
1200,Kuriel,507,9,0.0
1201,KurisuZ,577,57,0.0
1202,KuronekoLover69,67,1,0.0
1203,Kuronn,6196,28,0.0
1204,Kuroru,6304,32,0.0
1205,Kurozaki,85,3,0.0
1206,Kurumii,56,0,0.0
1207,KuteKashi,19,2,0.0
1208,Kuterin,4686,40,1.0
1209,Kuyoki,85,5,0.0
1210,KxeKxe,85,0,0.0
1211,Kylee,435,29,0.0
1212,KyoBo,295,4,0.0
1213,KyoukaiBlue,15,0,0.0
1214,Kyranitar,223,11,0.0
1215,Kyumari,4034,18,0.0
1216,Kyutamaki,368,7,0.0
1217,L00bach,50,5,0.0
1218,L3lanker,75,4,0.0
1219,L9PRIVATESCRIPT,85,1,0.0
1220,LDPix,115,17,0.0
1221,LF_dib,85,0,0.0
1222,LL56,489,21,0.0
1223,LSi4ka,85,3,0.0
1224,LaBravaAMQ,2554,37,1.0
1225,Lacri,1019,19,0.0
1226,LacusClyne,3550,45,5.0
1227,LadyPearl,164,24,0.0
1228,Laffey_,120,31,0.0
1229,Lailaps,10864,33,0.0
1230,Lallana,626,10,0.0
1231,LamBros,85,5,0.0
1232,LamT,131,1,0.0
1233,LamXLam,275,12,0.0
1234,LampadaireHT,2,1,0.0
1235,Lana_chan,3814,33,0.0
1236,Lanaya,55,1,0.0
1237,Lanman1414,7,0,0.0
1238,Lanternnn,286,2,0.0
1239,LarsGamer7,177,9,0.0
1240,Last_SSS,59,3,0.0
1241,Lavastaff,170,3,0.0
1242,Lazago,85,0,0.0
1243,LeDeNew,99,4,0.0
1244,LeDysonV10,676,8,0.0
1245,LeGrandNino,170,12,0.0
1246,LeafGoblin,85,0,0.0
1247,LeandroMRT,11,0,0.0
1248,Leche,980,3,0.0
1249,Legend_,44,15,0.0
1250,Legitted,6848,24,0.0
1251,LegoStarWars,510,4,0.0
1252,LeinOwO,1046,31,0.0
1253,Leko,41,6,0.0
1254,Lektroniy,41,2,0.0
1255,LelPop,6749,41,0.0
1256,Lemmm,11,0,0.0
1257,Lenulwesh,170,24,0.0
1258,Leonzra,170,1,0.0
1259,Lermo,4507,19,0.0
1260,LeroyMann,175,13,0.0
1261,LeukocyteKing,2120,15,0.0
1262,Leun,85,1,0.0
1263,LeviF,4777,19,0.0
1264,Levih,338,25,0.0
1265,Levitatem,1937,12,0.0
1266,Lexonox,83,2,0.0
1267,Leytho,145,0,0.0
1268,Lezzado,2914,33,0.0
1269,Liam7300,85,0,0.0
1270,Lian,132,10,0.0
1271,Lichtgott,160,10,0.0
1272,Lifethelif,85,7,0.0
1273,LightKaworu,85,1,0.0
1274,LightKey,85,0,0.0
1275,LikeAFerro,253,8,0.0
1276,LilSlimbo,5335,42,0.0
1277,LilaChan,77,10,0.0
1278,Liliy,3826,13,0.0
1279,Lilligant,95,1,0.0
1280,Lilyphilia,35,1,0.0
1281,Link_Soleil,276,1,0.0
1282,Linksweld,170,4,0.0
1283,Linlinlin,2849,29,0.0
1284,Lionheart,646,34,0.0
1285,Liscia,85,0,0.0
1286,Liselotte,804,11,0.0
1287,Lismy,314,10,0.0
1288,Literallythor,148,1,0.0
1289,LittleBlueMelon,85,19,0.0
1290,LittleRedGhoul,147,8,0.0
1291,Liyuu,135,3,0.0
1292,Lizu,85,5,0.0
1293,Lnk3x,85,1,0.0
1294,LnwTaeLnwZa,30,1,0.0
1295,Lockitr,85,11,0.0
1296,LoliHentai,1954,13,0.0
1297,LoliVivio,116,2,0.0
1298,LolicockX,97,1,0.0
1299,LoliconRa,84,8,0.0
1300,Lolilicious,1056,12,0.0
1301,Lolix,4174,38,0.0
1302,LolzCx,133,0,0.0
1303,Lonaxi,1094,36,0.0
1304,LondonChocoroll,223,22,0.0
1305,LonelyLittleStar,85,4,0.0
1306,Lonomega,107,7,0.0
1307,Loomi,1888,17,0.0
1308,LordHans,85,0,0.0
1309,Lord_Binary,3390,27,0.0
1310,Losingxcontrol,85,6,0.0
1311,Losteria,499,23,0.0
1312,LoveAnimeGirl10,85,6,0.0
1313,LoveLiveEnjoyer,11,0,0.0
1314,Lu107,157,9,0.0
1315,Luan06,80,11,0.0
1316,Lucastico,50,1,0.0
1317,Lucelqa,35,0,0.0
1318,Luchia,728,21,0.0
1319,Lucinaoba,425,8,0.0
1320,Luckkkyyy,132,0,0.0
1321,Ludergott,554,6,0.0
1322,LuffyChin,78,3,0.0
1323,LugiaJP,265,3,0.0
1324,Luina,307,13,0.0
1325,LuisinDaMassa,85,2,0.0
1326,Lukeim,828,6,0.0
1327,LulusFatChin,71,4,0.0
1328,Lum1nus,1941,18,0.0
1329,Lumierepx,789,13,0.0
1330,Luminaree,84,21,0.0
1331,Lumind,85,6,0.0
1332,Lumint,390,20,0.0
1333,LunaticKShing,4242,29,0.0
1334,LunchboxAce,85,8,0.0
1335,Lunyatic,1144,17,0.0
1336,Luthy,1010,21,0.0
1337,Luuminous,306,24,0.0
1338,Luunihi,85,0,0.0
1339,LwL,337,13,0.0
1340,LyaIzuko,85,2,0.0
1341,Lykow,85,0,0.0
1342,Lysianthus,824,20,0.0
1343,Lysis,1587,22,0.0
1344,M3ga,5735,18,0.0
1345,MATOU27,1930,29,0.0
1346,MAT_PG,78,0,0.0
1347,MBmasher,636,14,0.0
1348,MH270,398,3,0.0
1349,MIL,2613,15,0.0
1350,MK7,737,51,0.0
1351,MKNono,3974,46,1.0
1352,MTemplariuszy,262,4,0.0
1353,Madaoo,169,3,0.0
1354,Madok,50,4,0.0
1355,Madokami,85,17,0.0
1356,Maelstrom,165,25,0.0
1357,Mafabalakanamar,255,18,0.0
1358,Mafubukichan,85,2,0.0
1359,MageFlameFreeze,2192,31,0.0
1360,MagicOwl,85,8,0.0
1361,MagicalDoragon,319,32,0.0
1362,MahiruShiina,1144,40,0.0
1363,Mahotan,85,4,0.0
1364,MaikaLover233,2552,63,2.0
1365,MaikelDB,85,2,0.0
1366,Mairu,67,1,0.0
1367,Maisteri,85,12,0.0
1368,Makaneko,33,7,0.0
1369,Maki04,1171,18,0.0
1370,Maku,153,5,0.0
1371,Makusiek,85,2,0.0
1372,Malicious,38,10,0.0
1373,MamangBijiTakdir,500,26,0.0
1374,Mami,690,51,1.0
1375,MammyKezzy,1383,46,1.0
1376,MamyPoko,3,1,0.0
1377,ManaVit,235,22,0.0
1378,Manapla,132,8,0.0
1379,Mandibula,64,1,0.0
1380,Mango2008,66,3,0.0
1381,ManicMan1601,84,0,0.0
1382,Mapeza,170,2,0.0
1383,MapleJuice,417,11,0.0
1384,MapleSyyrup,39,5,0.0
1385,Marcupo,85,0,0.0
1386,Marcusx11,433,12,0.0
1387,Marigold,3682,22,0.0
1388,Marijno144,85,0,0.0
1389,Marilenzs,85,1,0.0
1390,MarkMTT,132,8,0.0
1391,MarkelESP,85,1,0.0
1392,Markizzzzz,85,0,0.0
1393,MarmaladeBoy,728,12,0.0
1394,Marsolo1,22,0,0.0
1395,Martel,3,0,0.0
1396,Martinch,950,49,0.0
1397,Maru_Zuki,254,9,0.0
1398,Mashiriki,85,0,0.0
1399,MashiroShiina87,300,14,0.0
1400,Master587,82,8,0.0
1401,MasterBen,67,4,0.0
1402,Masthom,82,1,0.0
1403,Mat76,217,13,0.0
1404,MateuszRycerzPL,490,11,0.0
1405,Math1234,3210,52,0.0
1406,Matik04pl,61,10,0.0
1407,Matt3663,170,3,0.0
1408,Mawanon,3867,24,0.0
1409,Mawers,85,9,0.0
1410,Maxbda74,168,10,0.0
1411,Maxoupe,376,5,0.0
1412,Maxred,85,11,0.0
1413,Maykaori,154,7,0.0
1414,Mayottatoki,7137,30,0.0
1415,Mayu,85,2,0.0
1416,Mayuchi,629,34,0.0
1417,McBeatZz,3078,24,0.0
1418,Mcriel,49,4,0.0
1419,Mcslider,5217,27,0.0
1420,Meawtype78,311,32,0.0
1421,Medvedoz,185,8,0.0
1422,Mee4s,16,0,0.0
1423,Megu29,190,26,0.0
1424,Meguca,515,6,0.0
1425,MegumiNoKotodama,21,3,0.0
1426,Megusdf,27,1,0.0
1427,Meigi1234,85,0,0.0
1428,Mekakibodo,255,27,0.0
1429,MekatNorray,219,7,0.0
1430,MelMel,85,3,0.0
1431,MelvinToutCourt,490,2,0.0
1432,Memitoast,83,0,0.0
1433,Menstar,85,1,0.0
1434,Mestfali,85,0,0.0
1435,Met,313,12,0.0
1436,Metak,226,13,0.0
1437,MetamonPiE,6511,25,0.0
1438,Metanoia,796,26,0.0
1439,Mew0082,82,13,0.0
1440,MewtuberTTV,340,11,0.0
1441,MiMiK3,114,2,0.0
1442,MiP486,85,1,0.0
1443,MiTROSKA,170,16,0.0
1444,Mia_Taylor,2042,43,0.0
1445,Miawyu,245,6,0.0
1446,MichaelBaker,172,14,0.0
1447,MichaelisOK,67,3,0.0
1448,Michal500pl,429,12,0.0
1449,Michas08PL,85,4,0.0
1450,MickHeal,85,1,0.0
1451,Midnighttt,243,2,0.0
1452,MiisterBueno,168,2,0.0
1453,Mika_tw,6648,33,1.0
1454,Mikapop,85,0,0.0
1455,Mikasa123,200,19,0.0
1456,Mike_29,85,0,0.0
1457,MikeyBoiiiiiii,91,0,0.0
1458,Miki_Hoshii,1176,64,0.0
1459,Miku3,85,0,0.0
1460,MikuOlliet,2944,26,0.0
1461,Milar,4070,41,0.0
1462,Miliguer,170,1,0.0
1463,MilkJiang,2618,47,0.0
1464,Millhiore08,62,13,0.0
1465,Mimori,5961,40,0.0
1466,MineGG,82,0,0.0
1467,Minelauki,85,5,0.0
1468,Mingming,139,31,0.0
1469,MiniSlimo,163,3,0.0
1470,Minifridge,55,32,0.0
1471,MinoriChiharaFan,2342,35,0.0
1472,Minori_Hasegawa,421,45,0.0
1473,Mintleafpie,998,20,0.0
1474,MintyDude,1202,12,0.0
1475,Miownfairytale,84,1,0.0
1476,Mirioria,85,4,0.0
1477,MisheruDesu,1474,15,0.0
1478,Mishikiari,74,1,0.0
1479,Misodium,132,5,0.0
1480,MissMcPhisto,6160,30,0.0
1481,Mist427_,726,29,0.0
1482,MisterWolf,85,3,0.0
1483,Mistrals,169,34,0.0
1484,Misuta_Trent,170,7,0.0
1485,Mitaka,185,0,0.0
1486,Mixelias,224,8,0.0
1487,MiyamaSuzune,17,2,0.0
1488,Miyo,1104,28,0.0
1489,Miyuki_Damon,122,14,0.0
1490,MizuMena,953,6,0.0
1491,Mizuara,32,0,0.0
1492,Mjolnir06,83,0,0.0
1493,MoDaBro,85,3,0.0
1494,Moderu,67,1,0.0
1495,MofurunLover,255,15,0.0
1496,MoltenAshes,6419,40,0.0
1497,Momo_La_Puenta,84,0,0.0
1498,Momopi,682,37,0.0
1499,Monexx,235,1,0.0
1500,MongrelBoy,170,15,0.0
1501,MonkaMonk,85,2,0.0
1502,Monny,85,0,0.0
1503,MonoToned,53,1,0.0
1504,Monofly,6633,18,0.0
1505,MonsterShack,1514,7,0.0
1506,Mooga24,170,7,0.0
1507,MoonSun,85,0,0.0
1508,Moonbae,114,3,0.0
1509,Moonfizzle,85,1,0.0
1510,Moonshark,130,1,0.0
1511,Mopop,1151,10,0.0
1512,Moquinas,255,6,0.0
1513,MoridiasThe3rd,464,11,0.0
1514,MorioRmz,30,0,0.0
1515,Morthos97,12,0,0.0
1516,Moseph,1314,10,0.0
1517,MostHatedTetsu,170,13,0.0
1518,Moussoubi,159,3,0.0
1519,MrBaflo,84,6,0.0
1520,MrFantasy10,391,4,0.0
1521,MrFurtado,83,7,0.0
1522,MrGarlic,50,0,0.0
1523,MrMario7788,657,6,0.0
1524,MrNapcap,85,13,0.0
1525,MrNipples,670,12,0.0
1526,MrShark,85,7,0.0
1527,MrSkeltal,83,2,0.0
1528,MrWolf,2104,28,0.0
1529,Mr_R1,21,0,0.0
1530,Mrin,85,0,0.0
1531,Mufasakun,59,0,0.0
1532,Muki,84,0,0.0
1533,Musei,1085,24,0.0
1534,MusicDown,5816,37,0.0
1535,MutsukiYukou,85,4,0.0
1536,Mutuca,85,12,0.0
1537,MuzoR,85,6,0.0
1538,MyBaconIsOnFire,2816,22,0.0
1539,MyLittleShion,1337,24,0.0
1540,My_Hero_Academia,85,15,0.0
1541,MylesTheGreat,79,5,0.0
1542,Myragee,170,4,0.0
1543,MysterLauxenio,170,6,0.0
1544,MysteriousSmurfX,85,16,0.0
1545,MysticKaito,356,15,0.0
1546,MysticalTobi,595,8,0.0
1547,MythAndroid,85,10,0.0
1548,N0Mercy,255,4,0.0
1549,N2U,159,7,0.0
1550,NEMEII,87,5,0.0
1551,NEV0C,335,3,0.0
1552,NFRvalong,65,0,0.0
1553,NJJ,5388,10,0.0
1554,NMapper,1225,30,0.0
1555,NOGRAD,85,1,0.0
1556,NOTES_IN_RANKED,394,41,0.0
1557,NYNAneki,143,5,0.0
1558,NaNikyu,85,1,0.0
1559,Nabla,170,7,0.0
1560,Nach,185,4,0.0
1561,Nafaned,85,1,0.0
1562,Nagash69,3692,31,0.0
1563,Naharad,73,2,0.0
1564,Nahida,340,43,0.0
1565,Naimen,374,25,0.0
1566,NajlepszyGust,135,33,0.0
1567,Nakigoto,253,24,0.0
1568,NamelessDude13,85,1,0.0
1569,NamesAreHard,3788,14,0.0
1570,Nana_Abject,1875,18,0.0
1571,Nanachinmk2,85,8,0.0
1572,Nanakon123,60,5,0.0
1573,NanashiMumei,255,13,0.0
1574,Nano47,85,0,0.0
1575,Nanoha,132,31,0.0
1576,Nanyka,289,5,0.0
1577,NaoJordan,85,23,0.0
1578,NaoeoDJ,3013,14,0.0
1579,Napo,85,0,0.0
1580,NarRouge,525,20,0.0
1581,NaraRuoma,59,2,0.0
1582,Narumie,85,3,0.0
1583,Nasthael,2735,14,0.0
1584,Nath_,352,10,0.0
1585,Natsonic,167,4,0.0
1586,NatsuGirl,85,14,0.0
1587,Natsumi7,74,3,0.0
1588,Navii,85,8,0.0
1589,Naz,252,1,0.0
1590,Naziel,200,11,0.0
1591,Necroseil,85,2,0.0
1592,Nefregar,592,26,0.0
1593,Nefyro,144,8,0.0
1594,NegroDeLepe,85,0,0.0
1595,Neirda,82,1,0.0
1596,Nekrogen,122,4,0.0
1597,Nekto,422,19,0.0
1598,NelloKudo,255,14,0.0
1599,NemSwirls,167,10,0.0
1600,Neme6,2082,46,1.0
1601,Nemko,2176,5,0.0
1602,NemuiTyga,125,1,0.0
1603,Nene4714xx,677,6,0.0
1604,Nenkitchen,765,14,0.0
1605,NeoAsstolfo,10,3,0.0
1606,NeoZeros,71,0,0.0
1607,Neosse,85,1,0.0
1608,Neraquox,2297,36,0.0
1609,Neren,419,5,0.0
1610,NervousLIst,85,6,0.0
1611,Nesslay,423,20,0.0
1612,Neutral,418,39,0.0
