,playerName,nbSongs,score,nbSoloPoints
1613,Neuviemessai,69,8,0.0
1614,Nev,85,2,0.0
1615,Neversito,85,7,0.0
1616,NewOvermind,145,0,0.0
1617,Newbie88,340,15,0.0
1618,Newis,132,4,0.0
1619,Nicho,85,2,0.0
1620,NickachuAZ,116,1,0.0
1621,Nico8,81,26,0.0
1622,NicoIe,6292,51,2.0
1623,NicolajK91,85,17,0.0
1624,Nicromatic,98,8,0.0
1625,Nieliro,46,0,0.0
1626,NierHellFire,133,9,0.0
1627,NigativeLY,80,6,0.0
1628,NightShadow,85,5,0.0
1629,Niiets,85,7,0.0
1630,NijinoYume721,243,44,0.0
1631,Nijirin,57,3,0.0
1632,NikMint,71,4,0.0
1633,Nikana,54,1,0.0
1634,Nikhilmao,85,2,0.0
1635,NikoNegima,2128,15,0.0
1636,Nimbasa,73,4,0.0
1637,Niney,13,0,0.0
1638,Ningay,174,4,0.0
1639,NinjaShi,349,2,0.0
1640,Ninjasteel,85,0,0.0
1641,Nino_Tohsaka,85,55,0.0
1642,NinosThighs,84,1,0.0
1643,Nint,170,6,0.0
1644,Nispa,1151,15,0.0
1645,Nith,340,3,0.0
1646,Nitonobuna,164,46,0.0
1647,Nitoryu,247,6,0.0
1648,Nitroco,163,6,0.0
1649,Nitrym,1353,19,0.0
1650,Nixian,2075,10,0.0
1651,Njamesp,85,4,0.0
1652,NoHypeAllowed,595,25,0.0
1653,NoWay,506,2,0.0
1654,NoahHarbor,84,4,0.0
1655,NocNoc,134,11,0.0
1656,NocTurnedAway,170,5,0.0
1657,Noctis_L_Caelum,639,20,0.0
1658,Nocty,8572,32,0.0
1659,Noerusuu,97,29,0.0
1660,Nolle,550,7,0.0
1661,Nomad,135,0,0.0
1662,NoncefromQC,84,2,0.0
1663,NoobDemon,84,10,0.0
1664,NoobOpPlayer,233,19,0.0
1665,Nordic,510,13,0.0
1666,Noru,8360,53,0.0
1667,NotHansO,164,11,0.0
1668,NotNunchi,236,15,0.0
1669,NotZero,169,5,0.0
1670,Not_a_Ninja,84,2,0.0
1671,Noty,43,1,0.0
1672,NougatMonster,5853,39,0.0
1673,Nowa,85,0,0.0
1674,Nozomi11,103,4,0.0
1675,Nudelius,46,4,0.0
1676,NuetronJimmy,359,5,0.0
1677,NumberSix,160,8,0.0
1678,Numincx,3222,18,0.0
1679,Nunchi,153,9,0.0
1680,Nunya,85,11,0.0
1681,NuskuKouhai,85,0,0.0
1682,Nyamio,65,0,0.0
1683,NyanDriss,85,1,0.0
1684,Nyphero,85,5,0.0
1685,OKI02,85,5,0.0
1686,OMG_CAT,139,6,0.0
1687,ONIMAI,156,51,0.0
1688,OREILLESDUPAIN,82,1,0.0
1689,ORKkauz,2016,18,0.0
1690,OTAKUAnimeOTAKU,62,0,0.0
1691,OTae,1680,28,1.0
1692,Oblivion,139,5,0.0
1693,Ocarilove,4175,30,0.0
1694,Octavio,1336,44,1.0
1695,Ogadex,85,1,0.0
1696,OginLo,3,0,0.0
1697,Oh_Tony,79,0,0.0
1698,OkamiTheOne,144,3,0.0
1699,OkamiTheOuaf,84,2,0.0
1700,Okitan,3847,28,0.0
1701,Okuzeen,255,6,0.0
1702,OmegaAlpha,81,0,0.0
1703,Onetel2,2272,16,0.0
1704,Onichan17,467,6,0.0
1705,OnlyAliProject,69,6,0.0
1706,OnlyAnswerEreY2K,567,15,0.0
1707,OnlyBandMaid,1499,35,0.0
1708,OnlyChihara,327,39,0.0
1709,OnlyClariS,85,0,0.0
1710,OnlyJewelpet,368,62,0.0
1711,OnlyLittleBuster,85,51,0.0
1712,OnlyLocodol,81,16,0.0
1713,OnlyMaiNatsume,170,17,0.0
1714,OnlyMonMusu,2853,50,3.0
1715,OnlyMonogatari,75,1,0.0
1716,OnlyShiori,103,3,0.0
1717,OnlySports,975,30,0.0
1718,OnlyTRUE,255,56,0.0
1719,Ookly,74,6,0.0
1720,OomuroHanako,149,1,0.0
1721,OperCut,1517,12,0.0
1722,OppaiHacker,50,1,0.0
1723,OptimusPrime,1730,18,0.0
1724,OrabisS,85,1,0.0
1725,OreosAreNeat,85,1,0.0
1726,OresamaAi,63,2,0.0
1727,Orfey,5727,43,2.0
1728,Orium,160,3,0.0
1729,Orky,137,6,0.0
1730,Orren,44,7,0.0
1731,Orusemental,80,0,0.0
1732,Oscuridos,254,4,0.0
1733,Oshino_bu,3086,38,0.0
1734,Otaku7598,170,6,0.0
1735,Otaku_Nessa,91,1,0.0
1736,Otterhond101,8467,9,0.0
1737,Otters11,234,0,0.0
1738,Ouiaboo,6030,34,1.0
1739,Oustoky,140,3,0.0
1740,Owari1,85,3,0.0
1741,PKLau,1195,22,0.0
1742,POGGEURS,2027,13,0.0
1743,POOL_CLOSED,715,3,0.0
1744,PYKEMASTERMIND69,71,3,0.0
1745,Pabelo,676,5,0.0
1746,Pabloblade,6243,32,0.0
1747,Padre_Jesus,141,8,0.0
1748,Pajro,279,5,0.0
1749,Pamuwu,472,8,0.0
1750,PandaPlex,481,4,0.0
1751,Pandaman51,49,2,0.0
1752,PandoraSC,2603,14,0.0
1753,Pangdori,6026,10,0.0
1754,Panic,85,0,0.0
1755,Paokun190,46,7,0.0
1756,PaperOrigami,5906,23,0.0
1757,PapiRalito,85,1,0.0
1758,Papitaa,186,4,0.0
1759,Pareo,297,13,0.0
1760,Pastatarte,134,3,0.0
1761,Patatatxan,170,9,0.0
1762,Patri_chan,85,2,0.0
1763,Patria,21,16,0.0
1764,Pawrito,47,0,0.0
1765,PearI,1938,45,2.0
1766,Pecomare,83,9,0.0
1767,Pedro_Martinez,85,0,0.0
1768,Pekorrat,84,12,0.0
1769,PenguinBlue,85,1,0.0
1770,PenguinSavage16,85,0,0.0
1771,Pengvinen,2186,26,0.0
1772,PepaNohy,83,0,0.0
1773,PepeG0tera,85,6,0.0
1774,PepeGV13,85,12,0.0
1775,Peter138,72,1,0.0
1776,Phahuris,2485,6,0.0
1777,PhantomBlood678,76,3,0.0
1778,PhantomTsuki,85,5,0.0
1779,Phantomig,63,0,0.0
1780,Phenix,85,0,0.0
1781,Phijkchu_Pikachu,668,16,0.0
1782,Philistor,14,2,0.0
1783,Phio,64,1,0.0
1784,Phizh,85,11,0.0
1785,Phleim,170,16,0.0
1786,Phoenix21,152,2,0.0
1787,PhotonMaiden,124,29,0.0
1788,Phreaktaco,47,0,0.0
1789,Phuongue,48,0,0.0
1790,PickleRick,84,4,0.0
1791,PidgeHime,85,14,0.0
1792,PierceTheHeavenz,85,4,0.0
1793,Pierosaur,167,24,0.0
1794,PiggyGaming,246,35,0.0
1795,PiiNi524,907,4,0.0
1796,PikachuIsYellow,1331,25,0.0
1797,PikachuKawaii,41,4,0.0
1798,Pile,254,35,0.0
1799,Pinkuiro,589,15,0.0
1800,Piovia,85,10,0.0
1801,Pipler,1769,18,0.0
1802,PiscesAmo,85,16,0.0
1803,Pixelbuddha,85,0,0.0
1804,Pixiuss,43,0,0.0
1805,PizzaMozzarella,170,4,0.0
1806,Poggers420,85,17,0.0
1807,Poini,170,9,0.0
1808,PoisonBoy,85,3,0.0
1809,PolarOK14,85,5,0.0
1810,Pollaregrande,372,19,0.0
1811,PomboFace,18,0,0.0
1812,Pomu,76,7,0.0
1813,Ponamis,69,0,0.0
1814,PoolNoodle,2389,64,3.0
1815,Popoforte,85,0,0.0
1816,PoppinPartyLover,85,17,0.0
1817,Popples,145,1,0.0
1818,Poppysr,1183,19,0.0
1819,Porte,152,30,0.0
1820,Poshy,167,2,0.0
1821,PotassiumF,255,10,0.0
1822,Potatosnipez,168,9,0.0
1823,PpCrusader,169,5,0.0
1824,Pr3ssE,85,9,0.0
1825,Pratasz,2436,43,3.0
1826,Premieressai,2663,43,0.0
1827,Prez_Poverty,4772,15,0.0
1828,PrincessPika,742,10,0.0
1829,Problem02,134,11,0.0
1830,Progenitor,169,2,0.0
1831,Protosoul,52,3,0.0
1832,Proxni,341,4,0.0
1833,PsCid,1106,34,0.0
1834,PsyIsBack,1687,19,0.0
1835,PsycheTaxi,5675,22,1.0
1836,Puchi,85,3,0.0
1837,Puffin_W,419,27,0.0
1838,PuffyTanuki,50,1,0.0
1839,Pug1e,85,2,0.0
1840,PulseVorteX,1724,38,1.0
1841,Pungy,2308,27,0.0
1842,Punitsuki,763,18,0.0
1843,Purple_Element,3031,15,0.0
1844,Pyramid,595,39,0.0
1845,Python,935,43,1.0
1846,Qsan,85,0,0.0
1847,Quagmire,85,8,0.0
1848,Quagony,238,2,0.0
1849,Qubus2001,59,0,0.0
1850,Queel,63,0,0.0
1851,QueenofFlies,85,0,0.0
1852,QuestionMarkGod,24,1,0.0
1853,QuinnOTP,98,17,0.0
1854,Quirt,36,0,0.0
1855,QwertyIsANerd,84,0,0.0
1856,RAOUL,1095,9,0.0
1857,RC822,42,1,0.0
1858,RDies,85,1,0.0
1859,REDOOO,98,2,0.0
1860,ROBK34c,4028,28,1.0
1861,RRevengeY,82,0,0.0
1862,RTryptophan,85,2,0.0
1863,R_Inanimate,108,8,0.0
1864,R_L_slick,413,9,0.0
1865,RachiwiMad,739,8,0.0
1866,Radi,157,15,0.0
1867,RadicalM1nd,340,28,0.0
1868,Ragna_Bloodedge,59,0,0.0
1869,Raid3n,4896,12,0.0
1870,RaidenMei,162,27,0.0
1871,RaiderSky,85,6,0.0
1872,Raifu,145,21,0.0
1873,Raindrop,267,19,0.0
1874,RainyStarlight,78,25,0.0
1875,Raitokukki,79,1,0.0
1876,Raitoningu,169,5,0.0
1877,RakW99,3600,27,0.0
1878,Rakall_040,85,0,0.0
1879,Ralrak,110,6,0.0
1880,Ramemis,166,11,0.0
1881,Ran1k,133,3,0.0
1882,RandomDorito,85,7,0.0
1883,RandomEnjoyer,78,30,0.0
1884,RandomGuyBTW,5141,28,0.0
1885,RandomTryhard,318,6,0.0
1886,RankedTeamer40,107,3,0.0
1887,RankedTeamer6,119,1,0.0
1888,Raphioli,85,6,0.0
1889,Raqibooby,475,10,0.0
1890,Rasor,169,9,0.0
1891,Rasthavor,925,10,0.0
1892,RaveAnt,85,0,0.0
1893,Rayzennnn,85,0,0.0
1894,Raziel,424,9,0.0
1895,RazorrClawww,85,3,0.0
1896,Razphiel,148,20,0.0
1897,Razzy181,608,45,0.0
1898,Re_Logistik73,1995,35,2.0
1899,Realmas,850,9,0.0
1900,RebelGirl0309,85,1,0.0
1901,RedWind,330,15,0.0
1902,Reel,340,24,0.0
1903,Refairam,81,5,0.0
1904,Refortuner3,34,0,0.0
1905,Reiji_Maigo,159,41,0.0
1906,Reikisa,14,1,0.0
1907,Reiniblue,9669,29,0.0
1908,RemiXNava98,2258,9,0.0
1909,Remioactive,815,12,0.0
1910,Remzcore,424,18,0.0
1911,RenHazuki,844,11,0.0
1912,RenShadowblade,79,0,0.0
1913,Renchon17,30,4,0.0
1914,Renegado,229,67,0.0
1915,Rengoku333,85,0,0.0
1916,Renjun,78,9,0.0
1917,Renzou,147,0,0.0
1918,Retired_Player,138,12,0.0
1919,Revengeofbob,1841,10,0.0
1920,Revirath,4253,16,0.0
1921,RevoloverOcelot,133,7,0.0
1922,Rho_Theta,1485,27,0.0
1923,Riaru_,319,2,0.0
1924,RibCageFetish,189,40,0.0
1925,Richa,206,6,0.0
1926,RichardVav,48,1,0.0
1927,RickAshayz,9063,28,0.0
1928,Ride,47,0,0.0
1929,RileyCZZ,39,0,0.0
1930,Rimakusukusu,73,0,0.0
1931,Risen_Havoc,79,2,0.0
1932,Ritcchy,85,3,0.0
1933,Rixie,27,0,0.0
1934,Rlsc,1657,22,0.0
1935,RoMirai,85,7,0.0
1936,RobiDable,85,5,0.0
1937,Rodri,11,0,0.0
1938,Romallka,212,2,0.0
1939,Rooster7654,85,0,0.0
1940,Roxas5321,85,11,0.0
1941,RoyalBat,255,10,0.0
1942,Rozzy,85,2,0.0
1943,Rtyzen,167,20,0.0
1944,Rubikson,2888,50,1.0
1945,Rukawa11,10826,74,20.0
1946,RulessR,3525,38,0.0
1947,Rulysan,7531,39,0.0
1948,Runner,262,16,0.0
1949,Rurine,66,3,0.0
1950,RusianPT,73,0,0.0
1951,Ryanchu,340,3,0.0
1952,RyoSaeba,425,55,1.0
1953,RyokuShaka,4664,39,2.0
1954,RyukoKawaii,167,1,0.0
1955,Ryusein,610,6,0.0
1956,Ryuune,3136,26,0.0
1957,Ryvalynn,71,2,0.0
1958,S1rVin3,85,2,0.0
1959,S4M14,3,0,0.0
1960,SANSs,164,1,0.0
1961,SBphiloz4,222,10,0.0
1962,SC2SIC,4920,17,0.0
1963,SMidch,48,0,0.0
1964,SPUDJAKLUVR2002,170,6,0.0
1965,SPYAIR,85,15,0.0
1966,SSSSRUN,672,13,0.0
1967,STRANGE_JOURNEY,30,4,0.0
1968,Saaba,66,5,0.0
1969,Saabel,80,0,0.0
1970,SabiiTsukiyomi,6436,21,0.0
1971,Sacrier,2987,12,0.0
1972,Sadistic,170,4,0.0
1973,Saekk,260,2,0.0
1974,SaemonNoSuke,72,11,0.0
1975,Saftladen27,5899,32,0.0
1976,SaikiChan,1360,31,0.0
1977,Sakamaki808,55,0,0.0
1978,Saki0416,343,2,0.0
1979,SakumaRei,85,1,0.0
1980,SakuraFujima,7320,60,3.0
1981,SakuraMitsutsuki,34,2,0.0
1982,SakuraSkip,771,6,0.0
1983,SakurabaRola,3849,50,1.0
1984,SalDaFish,323,5,0.0
1985,Salhadaar,170,13,0.0
1986,Salvarity,77,10,0.0
1987,Samba_IEM,170,8,0.0
1988,Sammeeeee,3003,27,0.0
1989,SamySlaby,250,21,0.0
1990,Sanjo,36,0,0.0
1991,Sanoxx,254,3,0.0
1992,Sansi,85,7,0.0
1993,Santaska,67,0,0.0
1994,Santhleno,85,18,0.0
1995,SaooK,85,5,0.0
1996,Sapoleto,1934,31,0.0
1997,Saren,252,46,0.0
1998,SaruArsten,127,10,0.0
1999,Sasuke_L,2334,15,0.0
2000,Sasuraiger,137,20,0.0
2001,Satorii,193,40,0.0
2002,Satoriii,83,12,0.0
2003,Satoships,84,1,0.0
2004,SaviorWaterfall,85,3,0.0
2005,SawanoGod,76,1,0.0
2006,Saxy,4,0,0.0
2007,Saycom,237,5,0.0
2008,Sayians,45,0,0.0
2009,SayoAsu,57,0,0.0
2010,SayoPotato,1613,29,0.0
2011,Sayuriii,472,13,0.0
2012,ScarredSceptile,2693,22,0.0
2013,Schanx,59,3,0.0
2014,Schneefelsen,1056,6,0.0
2015,Schteili,85,6,0.0
2016,Scorpionsrl,131,23,0.0
2017,Scot21,85,8,0.0
2018,Scrapie,328,31,0.0
2019,Scrimgore,85,9,0.0
2020,ScrubVic,321,19,0.0
2021,Sdragohn,2194,26,0.0
2022,SeaRapids,913,3,0.0
2023,SebastianPereiro,589,27,0.0
2024,Seclusive,921,20,0.0
2025,Segu,319,24,0.0
2026,Seijuro_Kusanagi,82,3,0.0
2027,Seike,802,16,0.0
2028,Seismic,151,26,0.0
2029,SenKura,30,0,0.0
2030,SeniorPepe,85,18,0.0
2031,SenkoSanEnjoyer,150,23,0.0
2032,Senpai_Seb,48,2,0.0
2033,Sephas,85,1,0.0
2034,Sepy,467,20,0.0
2035,Seranityisolated,84,1,0.0
2036,Serecola,101,22,0.0
2037,Serene,226,7,0.0
2038,Serozero,1047,27,0.0
2039,SerqHD,62,1,0.0
2040,Setherane,63,5,0.0
2041,Setsuchin,576,30,0.0
2042,Sezzo,30,2,0.0
2043,Sgtvp,830,42,1.0
2044,Sh1bs,81,9,0.0
2045,Sh1n0r4,170,3,0.0
2046,ShRo,255,3,0.0
2047,Sha,328,13,0.0
2048,ShadowChan1315,85,1,0.0
2049,ShadowDenioms,80,1,0.0
2050,Shadow_Adachi,85,1,0.0
2051,Shadowshiro,425,8,0.0
2052,Shadoww_,95,7,0.0
2053,Shag,2832,56,0.0
2054,ShamPidgN,85,2,0.0
2055,Shanrin,254,3,0.0
2056,Shapes,130,3,0.0
2057,Sharo,227,28,0.0
2058,Sheepposu,38,0,0.0
2059,Sheepsticked,85,0,0.0
2060,Shelia,2608,27,0.0
2061,Shidorin,82,1,0.0
2062,ShiinaMahiru,5140,49,0.0
2063,Shikuchi,80,5,0.0
2064,Shila,3625,24,0.0
2065,Shimamura,85,6,0.0
2066,Shimykyan,456,12,0.0
2067,Shin_Astra,584,7,0.0
2068,ShinichiKudo,44,12,0.0
2069,Shinikaly,340,21,0.0
2070,Shinku,85,1,0.0
2071,Shinobobu,44,2,0.0
2072,Shiraha,203,35,0.0
2073,Shirakami_FBK,3282,23,0.0
2074,Shiro0872,82,0,0.0
2075,ShiroDeviluke,36,6,0.0
2076,ShiroKuro,2387,68,2.0
2077,Shiro_dps,600,3,0.0
2078,Shiroha,152,29,0.0
2079,ShiroiKuma,85,0,0.0
2080,Shironesu,931,37,0.0
2081,ShirouKitsune,6464,33,2.0
2082,ShitBigUpdate,330,41,0.0
2083,Shiyo,85,0,0.0
2084,Shizuru,68,15,0.0
2085,Shodai,2249,22,0.0
2086,Shoira,85,13,0.0
2087,ShoukoMakinohara,85,34,0.0
2088,Shouwa,169,17,0.0
2089,Shpak,85,3,0.0
2090,Shufen,85,0,0.0
2091,Shun00,255,9,0.0
2092,Shuuka,826,62,0.0
2093,ShyLisio,85,1,0.0
2094,Sichi,85,8,0.0
2095,SiderSi,85,7,0.0
2096,Sidirodromos,1603,22,0.0
2097,Siegleicht,83,19,0.0
2098,Siguyflyguy,169,0,0.0
2099,Silesia,38,0,0.0
2100,Silphore,83,0,0.0
2101,SilverSamurai,85,0,0.0
2102,Simon_Blackquill,170,9,0.0
2103,SimpSensei7,85,1,0.0
2104,Simpelme,85,0,0.0
2105,SimpleFlips,55,0,0.0
2106,SirAronR,85,15,0.0
2107,Sirion,81,1,0.0
2108,Sirius777,5370,31,1.0
2109,Skath,488,21,0.0
2110,Sketty,85,2,0.0
2111,SkillTroll,85,1,0.0
2112,Skychael,504,16,0.0
2113,Skyrider2000,510,4,0.0
2114,Skyvalanche,71,0,0.0
2115,SkywardIV,85,6,0.0
2116,Slacking,73,3,0.0
2117,Slade91021,216,9,0.0
2118,Slayer1,68,2,0.0
2119,SlayerofDeath754,168,1,0.0
2120,Slizzer,200,8,0.0
2121,SlowLoopKing,20,0,0.0
2122,Slowlii,200,11,0.0
2123,SmartHardyz,2134,53,1.0
2124,Smkacchino,85,4,0.0
2125,Smokulec,784,9,0.0
2126,SmoothTerumi,66,5,0.0
2127,Smushi,85,6,0.0
2128,SnO2WMaN,419,19,0.0
2129,Snakefreak,85,8,0.0
2130,SnappyHuy148,85,4,0.0
2131,Snezhochek,216,7,0.0
2132,SniperMonke,82,6,0.0
2133,Snowflake,267,8,0.0
2134,SoSquish,85,0,0.0
2135,Socks,142,0,0.0
2136,SoftGoat,169,8,0.0
2137,Solide,85,1,0.0
2138,Solo,107,17,0.0
2139,Solosion,4718,25,0.0
2140,Someone9030,85,0,0.0
2141,Sonoko,531,40,0.0
2142,SoraShiroTenshi,87,0,0.0
2143,Sorano,3853,30,2.0
2144,Sorawooo,1495,35,0.0
2145,Soreiyu,4737,25,0.0
2146,Soul98,85,36,0.0
2147,SoulC,66,0,0.0
2148,Souls,77,3,0.0
2149,Soundoom,1789,39,0.0
2150,Souzoku,5,2,0.0
2151,Sovi,3480,27,0.0
2152,Sozicky,85,8,0.0
2153,Spartric,5061,28,0.0
2154,SpicyChicken,85,0,0.0
2155,Spicy_Onion,85,0,0.0
2156,Spirit_FMP,52,0,0.0
2157,SpiroBG,428,10,0.0
2158,Spironius,85,0,0.0
2159,Spitzell,989,45,0.0
2160,Splatt,85,0,0.0
2161,Splito,247,15,0.0
2162,Splorgi,169,7,0.0
2163,Spongecck,2,0,0.0
2164,Sporadic,782,5,0.0
2165,Spyci,6451,8,0.0
2166,Spyggt,71,0,0.0
2167,Squallbrea,85,6,0.0
2168,SrSattack,85,12,0.0
2169,SrueyaF,491,69,4.0
2170,Ssirdid,67,3,0.0
2171,Stack,85,6,0.0
2172,Staffrout,115,7,0.0
2173,Stahn,170,9,0.0
2174,Stalker15,67,4,0.0
2175,StarBreakaer,512,43,0.0
2176,Stardew,258,3,0.0
2177,StardustGogeta,306,2,0.0
2178,Starmiyaa,118,19,0.0
2179,Staronin,85,0,0.0
2180,Starsphase,45,4,0.0
2181,Stat1cz,50,0,0.0
2182,Steelrocket,1155,46,0.0
2183,Steep,124,9,0.0
2184,Stellarr,85,2,0.0
2185,StephWeeb,91,6,0.0
2186,Stick,48,0,0.0
2187,Stir,85,6,0.0
2188,Storm4343,169,2,0.0
2189,Stunar,3920,67,0.0
2190,Substantialize,255,0,0.0
2191,SuceJAJ,75,0,0.0
2192,Sudraarjan,170,20,0.0
2193,SuerkruB,161,9,0.0
2194,Suichan,47,5,0.0
2195,SuiseiFan,66,2,0.0
2196,Suissai,165,6,0.0
2197,Sukitorusu,85,5,0.0
2198,Sulivane,583,17,0.0
2199,Sumaizu,139,6,0.0
2200,SunChunLam,85,0,0.0
2201,SunFlow,85,0,0.0
2202,SundafisH,61,0,0.0
2203,SuperGhost,85,2,0.0
2204,SuperMario64,4537,50,3.0
2205,SuperSayem,82,3,0.0
2206,Super_Piocheman,81,1,0.0
2207,Superior1,84,1,0.0
2208,Superlock,39,0,0.0
2209,Supermew,85,1,0.0
2210,Supersj1997,85,33,0.0
2211,Suppi9,399,12,0.0
2212,Surlica,85,0,0.0
2213,Surokune,1612,38,0.0
2214,Susie,169,1,0.0
2215,Sutanrrier,84,0,0.0
2216,Suzuno,182,7,0.0
2217,SvenniesXD,3,0,0.0
2218,Swaye,5405,35,0.0
2219,SwiiFT,79,0,0.0
2220,Swordkun,2010,35,0.0
2221,Swords,6163,44,0.0
2222,SyRacuse,85,15,0.0
2223,Syan32,3793,24,0.0
2224,Syeroz,34,0,0.0
2225,Sylphover,38,0,0.0
2226,Sylty,85,0,0.0
2227,SyusetuKohaku,340,19,0.0
2228,Szadel,573,8,0.0
2229,Szafa,7176,45,4.0
2230,Szczurek,1190,22,0.0
2231,Szumiel,85,8,0.0
2232,TAIGASUCKS,67,2,0.0
2233,TAPSLIME,15,1,0.0
2234,TGGScarFace,425,5,0.0
2235,TJ09,170,3,0.0
2236,TJohnShepard,85,4,0.0
2237,TKN,12009,46,6.0
2238,TMK1k,85,2,0.0
2239,TRASH_GANG,408,49,0.0
2240,TRIPLESIXGOD,211,5,0.0
2241,TTSamy,84,2,0.0
2242,TV,676,21,0.0
2243,TadejPogacar,1355,9,0.0
2244,Taguri,169,3,0.0
2245,Taiketsu47,283,31,0.0
2246,TakamiChika,5047,24,0.0
2247,Takodachi,4062,27,0.0
2248,Takonono,71,1,0.0
2249,Tangular,143,3,0.0
2250,Tanzeem7,85,2,0.0
2251,TapaJu29,340,10,0.0
2252,Tapadnom,67,25,0.0
2253,Tapumomo_,5952,28,0.0
2254,Taromisu,2715,16,0.0
2255,Taroumaru,1572,20,0.0
2256,TatakaeRuffy,3559,28,0.0
2257,Tavog14,7686,17,0.0
2258,Tayl0r,68,2,0.0
2259,Tbotas,85,13,0.0
2260,Teadust,254,0,0.0
2261,Teazie,61,5,0.0
2262,Teddsticle,77,1,0.0
2263,Teddybear69Pablo,1136,8,0.0
2264,TeeMate,222,4,0.0
2265,TeekyuOnly,3974,30,1.0
2266,Tei,425,10,0.0
2267,TekeEfe,85,16,0.0
2268,Tekutokiari,85,9,0.0
2269,Temaki72,39,1,0.0
2270,Temiblor,1506,8,0.0
2271,Tempura,553,31,1.0
2272,Tengaku,170,5,0.0
2273,Tensazangetsu19,170,1,0.0
2274,Tenshie,2268,7,0.0
2275,TenzinFurukawa,169,20,0.0
2276,Terramel,85,21,0.0
2277,Test696969,53,1,0.0
2278,Tetoy,2660,8,0.0
2279,Tevlenn,85,3,0.0
2280,Tgump,334,2,0.0
2281,Thaleko,9007,59,3.0
2282,Thalekovid,59,1,0.0
2283,Thanatosu666,170,4,0.0
2284,TheChump,166,49,0.0
2285,TheCrimson,85,0,0.0
2286,TheDangerGames,57,0,0.0
2287,TheDragonhide,82,3,0.0
2288,TheFateOf,85,15,0.0
2289,TheFistOfShadow,169,3,0.0
2290,TheFrostbyte26,230,14,0.0
2291,TheGmaster1111,64,0,0.0
2292,TheGuyCalledBob,529,10,0.0
2293,TheMefisto,147,5,0.0
2294,TheMiceJuggler,170,4,0.0
2295,TheMortalOne,2477,28,0.0
2296,TheNewBungping,154,10,0.0
2297,TheOnlyOne,3580,34,0.0
2298,ThePhantomX,85,0,0.0
2299,ThePockyAddict,85,4,0.0
2300,TheSamBoy,542,10,0.0
2301,TheTipo01,85,8,0.0
2302,Theaddist,128,9,0.0
2303,Theago,91,5,0.0
2304,Theodore,262,5,0.0
2305,Theoneeagle,146,5,0.0
2306,Thephantomtroupe,634,20,0.0
2307,Theriul89,85,8,0.0
2308,Thesandwich,67,23,0.0
2309,Theseus,2147,44,4.0
2310,TheyGotTinyNick,170,19,0.0
2311,Thoert,70,5,0.0
2312,Thomanimeopening,187,9,0.0
2313,Thorlah,85,1,0.0
2314,Thundiii,233,18,0.0
2315,TiJ,322,8,0.0
2316,TigerOfTheTojo,85,0,0.0
2317,TigerWolverine,85,11,0.0
2318,Timcampy118,2,1,0.0
2319,Timewizard57,170,2,0.0
2320,Tiralex1,211,6,0.0
2321,Titirex,85,7,0.0
2322,Tmanxd321,156,0,0.0
2323,ToToTroll,2009,12,0.0
2324,To_oPT,389,3,0.0
2325,ToastDouma,41,0,0.0
2326,Toastedbread,85,0,0.0
2327,Tobilerone,85,1,0.0
2328,Tobito_san,82,2,0.0
2329,Todorius,649,21,0.0
2330,Toha,829,14,0.0
2331,Tokisaki,338,19,0.0
2332,Tokufi,762,28,0.0
2333,Tony_D_the_Third,670,7,0.0
2334,Toobese,462,13,0.0
2335,TopRamen,28,3,0.0
2336,Topodo,2071,16,0.0
2337,Toppinger,168,20,0.0
2338,Torradinhas,252,30,0.0
2339,Tota,85,0,0.0
2340,TotallyNotNyarth,6014,15,0.0
2341,Totot,85,33,0.0
2342,Toxaros,80,5,0.0
2343,Tracto,85,15,0.0
2344,Tranquil,115,2,0.0
2345,Transpoin,1049,18,0.0
2346,Treddy,287,4,0.0
2347,TreeStanLeemcd,85,2,0.0
2348,Treeyuri,3626,10,0.0
2349,Tricodin,161,10,0.0
2350,Tristop,79,5,0.0
2351,Trofflesby,6,0,0.0
2352,TrueXC,3680,39,0.0
2353,TryHarder,170,13,0.0
2354,Tryyot,228,22,0.0
2355,Tssubaki,682,14,0.0
2356,Tsui,4591,38,0.0
2357,Tsunderegoddess,153,11,0.0
2358,Tsuni,84,0,0.0
2359,Tsurune,85,27,0.0
2360,TsushimaYoshiko,737,23,0.0
2361,Tsuwagi,83,11,0.0
2362,Tugiacat,3678,24,0.0
2363,Tulip,46,1,0.0
2364,TurdleShell,160,4,0.0
2365,Turrtwiig,75,7,0.0
2366,Turtle76,9672,28,0.0
2367,TurtleSenpaii,170,7,0.0
2368,Tutnin,85,2,0.0
2369,Tutti,84,26,0.0
2370,Tvaz,2204,30,0.0
2371,Tybol,85,0,0.0
2372,Tyoshi99,3168,25,1.0
2373,Tyrfing,85,5,0.0
2374,Tyu,85,14,0.0
2375,Tyui,170,24,0.0
2376,UImoetard,3213,29,0.0
2377,UOMI,1254,25,0.0
2378,Ultimate,1748,34,0.0
2379,Ulvehunden,85,6,0.0
2380,UmiFlower,900,26,0.0
2381,UnaFreyre,74,0,0.0
2382,UnableShock,116,3,0.0
2383,UndeadDJay,30,2,0.0
2384,Unforgiven,638,22,0.0
2385,Uniqe_apple,85,0,0.0
2386,Unknown17,82,5,0.0
2387,UnknownI7,170,71,0.0
2388,Unknownfool,85,11,0.0
2389,Unmythic_Lesb,85,1,0.0
2390,Unner,1232,5,0.0
